time,sex,age,geo,isced97,day,day_flag,mth,mth_flag,week,week_flag,lt1m,lt1m_flag,nvr_occ,nvr_occ_flag,nbinge,nbinge_flag,serialid
2008,Total,85 years or over,Belgium,First and second stage of tertiary education (levels 5 and 6),,,,,,,6.1,Low reliability,36.4,Low reliability,57.6,Low reliability,1126
2008,Total,85 years or over,Belgium,All ISCED 1997 levels,0.3,Low reliability,0.4,Low reliability,0.5,Low reliability,3.1,Low reliability,60.4,Low reliability,35.4,Low reliability,1127
2008,Total,85 years or over,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.6,,,,1.6,,81.9,,14.9,,1128
2008,Total,85 years or over,Bulgaria,All ISCED 1997 levels,,,1.2,,,,1.2,,81.2,,16.5,,1129
2008,Total,85 years or over,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,1.7,,,,82.6,,15.7,,1130
2008,Total,85 years or over,Cyprus,All ISCED 1997 levels,,,,,1.6,,,,79.5,,18.9,,1131
2008,Total,85 years or over,Czech Republic,All ISCED 1997 levels,,,,,,,1.8,Low reliability,78.9,Low reliability,19.4,Low reliability,1132
2008,Total,85 years or over,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,1.7,,83.3,,15.0,,1133
2008,Total,85 years or over,Greece,All ISCED 1997 levels,,,,,,,1.4,,82.4,,16.2,,1134
2008,Total,85 years or over,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,0.2,Low reliability,79.2,Low reliability,20.6,Low reliability,1135
2008,Total,85 years or over,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,59.2,Low reliability,40.8,Low reliability,1136
2008,Total,85 years or over,Spain,First and second stage of tertiary education (levels 5 and 6),,,,,,,7.5,Low reliability,53.3,Low reliability,39.2,Low reliability,1137
2008,Total,85 years or over,Spain,All ISCED 1997 levels,,,,,,,0.6,Low reliability,76.8,Low reliability,22.6,Low reliability,1138
2008,Total,85 years or over,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.9,,,,1.6,,82.3,,12.2,,1139
2008,Total,85 years or over,Hungary,All ISCED 1997 levels,,,2.5,,,,1.1,,79.2,,17.2,,1140
2008,Total,85 years or over,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,,,97.0,,3.0,,1141
2008,Total,85 years or over,Latvia,All ISCED 1997 levels,,,,,,,,,96.0,,4.0,,1142
2008,Total,85 years or over,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,2.5,Low reliability,,,87.5,Low reliability,10.0,Low reliability,1143
2008,Total,85 years or over,Malta,All ISCED 1997 levels,,,,,2.3,Low reliability,,,86.4,Low reliability,11.4,Low reliability,1144
2008,Total,85 years or over,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.6,,,,1.5,,93.1,,4.8,,1145
2008,Total,85 years or over,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,3.4,Low reliability,95.1,Low reliability,1.5,Low reliability,1146
2008,Total,85 years or over,Romania,All ISCED 1997 levels,,,0.5,,,,1.8,,93.7,,4.0,,1147
2008,Total,85 years or over,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.9,Low reliability,,,5.3,Low reliability,91.8,Low reliability,,,1148
2008,Total,85 years or over,Slovakia,All ISCED 1997 levels,,,1.8,Low reliability,,,3.3,Low reliability,86.3,Low reliability,8.6,Low reliability,1149
